depth;datetime;value
124.012;35841.9070949074;9.9939
125.017;35841.9071064815;9.9976
126.007;35841.9071296296;10.0071
126.993;35841.9071296296;10.0193
127.99;35841.9071527778;10.03
128.983;35841.9071527778;10.0368
129.996;35841.9071759259;10.0402
130.973;35841.9071875;10.0477
132.103;35841.9071875;10.0608
132.999;35841.9072106481;10.0673
134.009;35841.9072106481;10.0704
135.002;35841.9072337963;10.0712
135.996;35841.9072337963;10.0738
137.007;35841.9072685185;10.0785
138.038;35841.9072685185;10.0804
139.007;35841.9072916667;10.0812
139.993;35841.9072916667;10.0825
140.989;35841.9073148148;10.0876
141.984;35841.9073148148;10.0961
143.002;35841.907337963;10.0992
144.013;35841.907349537;10.1025
144.91;35841.907349537;10.1059
146.124;35841.9073726852;10.1082
147.053;35841.9073958333;10.1111
147.988;35841.9073958333;10.1132
149.01;35841.9073958333;10.1147
149.922;35841.9074189815;10.1152
152.074;35841.9074537037;10.1158
152.994;35841.9074537037;10.1162
153.995;35841.9074768519;10.117
155.009;35841.9074768519;10.1189
155.82;35841.9075;10.1201
158.059;35841.9075115741;10.1236
159.006;35841.9075347222;10.128
160.015;35841.9075347222;10.1331
160.905;35841.9075578704;10.1347
163.112;35841.9075925926;10.1378
163.989;35841.9075925926;10.1402
165.001;35841.9076157407;10.1415
165.967;35841.9076157407;10.142
167.034;35841.9076388889;10.1447
167.99;35841.9076388889;10.147
169.052;35841.907650463;10.148
169.991;35841.9076736111;10.1484
171.007;35841.9076736111;10.1491
172.021;35841.9076967593;10.1515
173.001;35841.9077199074;10.1522
173.989;35841.9077199074;10.1524
174.844;35841.9077314815;10.1537
176.027;35841.9077546296;10.1545
176.986;35841.9077546296;10.1551
178.009;35841.9077777778;10.1575
179.01;35841.9077777778;10.1587
180;35841.9078009259;10.159
181.027;35841.9078125;10.1596
182.019;35841.9078356481;10.1604
182.998;35841.9078356481;10.1619
184.003;35841.9078587963;10.164
184.997;35841.9078587963;10.1675
185.993;35841.9078819444;10.1705
186.979;35841.9078935185;10.1723
187.988;35841.9078935185;10.1765
188.989;35841.9079166667;10.1781
189.995;35841.9079166667;10.1795
190.991;35841.9079398148;10.1805
191.981;35841.9079398148;10.1819
193.008;35841.907962963;10.1822
194.005;35841.907974537;10.1827
195.089;35841.9079976852;10.1837
195.979;35841.9079976852;10.1844
196.994;35841.9080208333;10.1851
198.022;35841.9080208333;10.1851
198.558;35841.9080208333;10.1851
200.244;35841.9080555556;10.1854
201.002;35841.9080555556;10.1857
202.008;35841.9080787037;10.1859
202.757;35841.9080787037;10.1863
204.298;35841.9081018519;10.1886
204.978;35841.908125;10.1901
205.998;35841.9081365741;10.1917
206.827;35841.9081365741;10.1926
208.5;35841.9081597222;10.1934
208.992;35841.9081597222;10.1945
210.012;35841.9081828704;10.1958
211.003;35841.9081828704;10.1958
213.059;35841.9082175926;10.1958
214.003;35841.9082407407;10.1962
215.006;35841.9082407407;10.1963
215.994;35841.9082638889;10.1965
216.992;35841.9082638889;10.1966
217.994;35841.908275463;10.1967
219.024;35841.9082986111;10.1974
219.548;35841.9082986111;10.1981
221.097;35841.9083217593;10.1984
222;35841.9083217593;10.1984
223.001;35841.9083449074;10.1994
223.824;35841.9083449074;10.2009
225.46;35841.9083796296;10.2011
225.976;35841.9083796296;10.2012
227.001;35841.9084027778;10.2015
227.693;35841.9084027778;10.2016
229.112;35841.9084259259;10.2018
230.007;35841.9084375;10.2018
230.994;35841.9084375;10.2017
231.521;35841.9084375;10.2018
233.165;35841.9084837963;10.2019
233.99;35841.9084837963;10.202
235.015;35841.9084837963;10.2021
235.828;35841.9085069444;10.202
237.369;35841.9085185185;10.2033
237.992;35841.9085416667;10.2037
239.009;35841.9085416667;10.2041
239.997;35841.9085648148;10.2043
240.988;35841.9085648148;10.2046
241.994;35841.908587963;10.2054
243.004;35841.908599537;10.206
244.007;35841.908599537;10.2061
245.007;35841.9086226852;10.2064
245.985;35841.9086226852;10.2066
247.001;35841.9086458333;10.2066
248.017;35841.9086458333;10.2066
248.975;35841.9086689815;10.2067
250.213;35841.9086805556;10.2067
251.006;35841.9087037037;10.2067
252.005;35841.9087037037;10.2071
252.941;35841.9087268518;10.2072
253.971;35841.9087268518;10.2072
254.99;35841.90875;10.2073
255.887;35841.9087615741;10.2074
257.985;35841.9087847222;10.2078
258.995;35841.9087847222;10.208
260.009;35841.9088078704;10.2086
260.656;35841.9088078704;10.2088
262.374;35841.9088425926;10.2092
262.989;35841.9088425926;10.2092
263.989;35841.9088657407;10.2092
265.009;35841.9088657407;10.2092
265.852;35841.9088888889;10.2093
266.586;35841.9088888889;10.2094
268.287;35841.9089236111;10.2101
268.983;35841.9089236111;10.2104
270.012;35841.9089236111;10.211
270.862;35841.9089467593;10.2111
272.371;35841.9089699074;10.2117
273.096;35841.9089699074;10.2121
274.001;35841.9089814815;10.2122
275.025;35841.9090046296;10.2123
276.002;35841.9090046296;10.2126
277.001;35841.9090277778;10.2128
278.006;35841.9090277778;10.2131
279.013;35841.9090509259;10.2133
279.785;35841.9090625;10.2135
281.1;35841.9090625;10.2138
281.99;35841.9090856481;10.214
283.021;35841.9090856481;10.2145
283.786;35841.9091087963;10.2146
285.351;35841.9091319444;10.2146
285.99;35841.9091435185;10.2151
286.998;35841.9091435185;10.2154
287.993;35841.9091666667;10.2156
288.993;35841.9091666667;10.2161
290.004;35841.9091898148;10.2163
291.009;35841.9091898148;10.2164
292.024;35841.909212963;10.2166
293;35841.909224537;10.217
294.004;35841.909224537;10.2173
294.996;35841.9092476852;10.2175
295.992;35841.9092476852;10.218
297.007;35841.9092708333;10.2181
297.954;35841.9092708333;10.2189
299.065;35841.9093055556;10.2213
299.997;35841.9093055556;10.2221
300.997;35841.9093287037;10.2228
302.011;35841.9093287037;10.2232
302.714;35841.9093287037;10.2232
304.368;35841.9093518518;10.2245
304.991;35841.909375;10.2247
305.999;35841.9093865741;10.2247
306.845;35841.9093865741;10.2247
308.989;35841.9094097222;10.2246
310.009;35841.9094328704;10.2247
311.036;35841.9094328704;10.2248
311.602;35841.9094444444;10.2248
313.298;35841.9094675926;10.2248
313.994;35841.9094907407;10.2248
315.015;35841.9094907407;10.225
315.89;35841.9094907407;10.2252
317.397;35841.9095138889;10.2252
317.996;35841.909525463;10.2253
319.006;35841.9095486111;10.2254
319.983;35841.9095486111;10.2254
322.019;35841.9095717593;10.2256
322.993;35841.9095949074;10.2257
324.013;35841.9095949074;10.2259
324.585;35841.9096064815;10.226
326.276;35841.9096296296;10.2261
326.984;35841.9096527778;10.2263
328.014;35841.9096527778;10.2263
328.717;35841.9096527778;10.2263
330.361;35841.9096875;10.2263
330.975;35841.9096875;10.2263
331.989;35841.9097106481;10.2264
332.845;35841.9097106481;10.2267
334.341;35841.9097337963;10.2268
334.982;35841.9097337963;10.2269
336.003;35841.9097569444;10.227
336.959;35841.9097685185;10.2271
338.349;35841.9097916667;10.2274
338.978;35841.9097916667;10.2275
340.002;35841.9097916667;10.2276
341.023;35841.9098148148;10.2277
341.538;35841.9098148148;10.2277
343.03;35841.909849537;10.2278
343.984;35841.909849537;10.2281
345.017;35841.9098726852;10.2283
345.643;35841.9098726852;10.2283
347.183;35841.9098958333;10.2285
347.975;35841.9098958333;10.2286
349.016;35841.9099189815;10.2293
349.593;35841.9099189815;10.2294
351.306;35841.9099537037;10.2296
352.003;35841.9099537037;10.23
353.011;35841.9099537037;10.2305
353.943;35841.9099768518;10.2305
356.088;35841.9100115741;10.231
356.992;35841.9100115741;10.2314
358.02;35841.9100347222;10.2314
358.637;35841.9100347222;10.2314
360.204;35841.9100578704;10.2316
360.993;35841.9100578704;10.2316
362.005;35841.9100694444;10.232
363.015;35841.9100925926;10.2325
364.017;35841.9100925926;10.2325
365.009;35841.9101157407;10.2325
366.009;35841.9101157407;10.2326
366.944;35841.9101388889;10.2326
368.004;35841.9101388889;10.2326
369.051;35841.910150463;10.2326
369.987;35841.9101736111;10.2326
371.012;35841.9101736111;10.2326
371.7;35841.9101967593;10.2326
373.305;35841.9102199074;10.2326
373.989;35841.9102199074;10.2326
374.996;35841.9102314815;10.2327
375.936;35841.9102546296;10.2328
377.341;35841.9102546296;10.2329
378.169;35841.9102777778;10.2329
378.993;35841.9102777778;10.233
379.992;35841.9103009259;10.2329
380.924;35841.9103125;10.233
383.136;35841.9103356482;10.2339
384;35841.9103356482;10.2338
385.01;35841.9103587963;10.2337
