depth;datetime;value
29.021;35287.3603935185;3.7601
29.917;35287.3604166667;3.6657
399.308;35287.4056597222;4.7384
400.053;35287.4056828704;4.7387
400.944;35287.4057175926;4.739
402.031;35287.4057638889;4.7394
403.006;35287.4057986111;4.7396
404.02;35287.4058449074;4.7397
405.04;35287.4058796296;4.74
406.052;35287.4059259259;4.7402
407.07;35287.4059606481;4.7405
408.035;35287.4059837963;4.7408
408.999;35287.4060416667;4.7409
409.988;35287.4060648148;4.741
410.954;35287.406099537;4.741
411.966;35287.4061458333;4.7412
412.956;35287.4061805556;4.7412
414.055;35287.4062268519;4.7413
414.974;35287.4062615741;4.7414
415.991;35287.4063078704;4.7415
416.975;35287.4063425926;4.7415
417.996;35287.4063888889;4.7415
418.969;35287.4064236111;4.7416
419.807;35287.4064699074;4.7418
421.049;35287.4065509259;4.7422
421.997;35287.4065856481;4.7424
422.991;35287.4066087963;4.7427
424.028;35287.4066666667;4.743
424.979;35287.4066898148;4.7432
425.998;35287.406724537;4.7435
426.994;35287.4067708333;4.7437
428;35287.4068055556;4.7438
429.027;35287.4068287037;4.744
429.998;35287.406875;4.7442
430.995;35287.4069097222;4.7447
431.982;35287.4069328704;4.7465
432.961;35287.4069675926;4.7475
434.003;35287.4070138889;4.748
435.007;35287.4070486111;4.7484
436.005;35287.4070717593;4.7486
436.938;35287.4070949074;4.7487
438.036;35287.4071527778;4.7489
439.022;35287.4071875;4.7491
439.993;35287.4072106481;4.7493
441.031;35287.4072569444;4.7495
442.068;35287.4072916667;4.7496
443.188;35287.4077546296;4.7497
443.919;35287.4077777778;4.7497
444.882;35287.4078587963;4.7497
1.914;35287.4720138889;17.7976
3.142;35287.4720717593;17.802299
4.192;35287.4720949074;17.814899
4.876;35287.4721296296;17.809401
5.866;35287.4721759259;17.6845
7.37;35287.4722337963;17.3528
7.999;35287.4722569444;17.062
8.983;35287.4722916667;15.8053
10.011;35287.472337963;14.0887
11.002;35287.4723726852;13.0944
12.012;35287.4724189815;11.962
12.987;35287.4724537037;11.2745
13.908;35287.4724768518;10.3567
15.037;35287.4725347222;8.0678
15.967;35287.4725578704;6.3381
16.899;35287.4725925926;5.6287
17.972;35287.4726388889;4.7196
19.132;35287.4726736111;4.5104
20.076;35287.4727199074;4.2807
21.017;35287.4727546296;4.034
22.013;35287.4727777778;3.9623
22.994;35287.4728125;3.925
23.984;35287.4728587963;3.901
25.019;35287.4728935185;3.8467
25.994;35287.4729398148;3.8292
27.004;35287.472974537;3.8039
28.089;35287.4730208333;3.7545
28.979;35287.4730439815;3.737
29.996;35287.4730787037;3.7227
31.014;35287.473125;3.6812
32.052;35287.4731597222;3.5885
33.006;35287.4731828704;3.4705
34.022;35287.4732407407;3.4265
35.012;35287.4732638889;3.3823
35.94;35287.4732986111;3.3194
36.902;35287.4733449074;3.2883
37.92;35287.4733796296;3.2548
39.01;35287.4734259259;3.2347
39.93;35287.4734375;3.2276
41.026;35287.4734837963;3.2007
42.007;35287.4735185185;3.1597
42.962;35287.4735648148;3.1314
43.896;35287.473599537;3.1233
44.934;35287.4736226852;3.0707
46.035;35287.4736805556;2.9804
47.136;35287.4737037037;2.9397
48.045;35287.47375;2.908
48.977;35287.4737847222;2.8608
49.922;35287.4738078704;2.771
50.955;35287.4738657407;2.6575
51.963;35287.4738888889;2.5159
52.893;35287.4739236111;2.4698
53.959;35287.4739699074;2.4625
55.007;35287.4740046296;2.4698
56.128;35287.4740509259;2.5589
57.023;35287.4740856482;2.7492
57.968;35287.4741087963;2.8038
59.049;35287.4741435185;2.8457
60.026;35287.4741898148;2.9513
61.018;35287.474224537;3.0414
61.977;35287.4742476852;3.0961
62.901;35287.4742939815;3.2028
63.969;35287.4743287037;3.2685
65.084;35287.474375;3.3693
66.094;35287.4744097222;3.4271
67.014;35287.4744328704;3.4817
67.974;35287.4744675926;3.5641
68.899;35287.4745138889;3.6497
70.037;35287.4745486111;3.7322
70.927;35287.4745717593;3.8725
71.929;35287.4746064815;3.9509
72.919;35287.4746527778;4.019
73.922;35287.4746875;4.0631
75.052;35287.4747337963;4.111
75.956;35287.4747685185;4.1663
76.955;35287.4747916667;4.2109
78.041;35287.474849537;4.2309
79.047;35287.4748726852;4.2479
80.02;35287.4749189815;4.2551
80.988;35287.4749537037;4.2599
81.932;35287.4749768519;4.2631
82.965;35287.4750115741;4.268
84.049;35287.4750578704;4.2734
84.985;35287.4750925926;4.2758
86.074;35287.4751388889;4.279
87.033;35287.4751736111;4.284
87.968;35287.4751967593;4.2888
89.052;35287.4752314815;4.3049
90.123;35287.4752777778;4.3349
91.12;35287.4753125;4.358
92.019;35287.4753356481;4.392
92.84;35287.4753819444;4.4097
93.917;35287.4754166667;4.4371
94.965;35287.4754398148;4.4639
96.061;35287.4754976852;4.4739
97.095;35287.4755208333;4.4884
97.992;35287.4755555556;4.5116
98.904;35287.4756018519;4.5214
99.965;35287.4756365741;4.5321
100.966;35287.4756597222;4.537
102.032;35287.4756828704;4.5431
102.969;35287.4756944444;4.5482
104.014;35287.4757175926;4.5533
104.974;35287.4757407407;4.5653
106.006;35287.4757638889;4.572
107;35287.4757986111;4.5746
108.008;35287.4758217593;4.5767
108.996;35287.4758449074;4.5803
110.01;35287.4758564815;4.5823
111;35287.4758796296;4.586
111.998;35287.4759027778;4.5923
113.012;35287.4759259259;4.5967
114.003;35287.4759375;4.6005
115.003;35287.4759606481;4.6048
115.992;35287.4759837963;4.6097
117.006;35287.4760185185;4.615
117.996;35287.4760416667;4.6183
118.981;35287.4760648148;4.6229
119.949;35287.476087963;4.6274
121.125;35287.476099537;4.628
122.012;35287.4761226852;4.6283
122.994;35287.4761458333;4.6287
123.986;35287.4761805556;4.6301
125.1;35287.4762037037;4.633
125.877;35287.4762037037;4.6346
127.14;35287.47625;4.6358
127.891;35287.4762615741;4.6372
129.086;35287.4762847222;4.6405
130.011;35287.4763078704;4.6422
131.002;35287.4763194444;4.6432
131.997;35287.4763425926;4.644
132.991;35287.4763657407;4.6443
133.948;35287.4763888889;4.6444
135.021;35287.4764236111;4.6444
135.972;35287.4764467593;4.6419
136.985;35287.4764699074;4.637
138.01;35287.4764814815;4.6369
138.973;35287.4765046296;4.636
140.076;35287.4765277778;4.6363
140.978;35287.4765509259;4.6371
142.079;35287.4765856481;4.6378
142.829;35287.4765856481;4.6385
144.018;35287.4766087963;4.6406
144.897;35287.4766435185;4.6444
146.003;35287.4766666667;4.647
146.879;35287.4766898148;4.6483
148.012;35287.476712963;4.6518
148.962;35287.476724537;4.6545
150.035;35287.4767476852;4.658
150.996;35287.4767708333;4.6614
151.957;35287.4768055556;4.6644
152.992;35287.4768287037;4.6661
153.999;35287.4768518519;4.6663
155;35287.4768634259;4.6663
156.027;35287.4768865741;4.6657
157.01;35287.4769097222;4.6638
157.998;35287.4769328704;4.6635
158.995;35287.4769444444;4.6635
160.005;35287.4769675926;4.6636
161.109;35287.4769907407;4.664
162.015;35287.4770138889;4.6643
163.107;35287.4770486111;4.6651
164.008;35287.4770717593;4.6659
165.024;35287.4770949074;4.6673
166.006;35287.4771064815;4.6676
167.002;35287.4771296296;4.6678
167.995;35287.4771527778;4.668
169.062;35287.4771875;4.6685
170.005;35287.4771875;4.6692
170.967;35287.4772106481;4.6703
171.988;35287.4772337963;4.6712
173.007;35287.4772685185;4.672
174.036;35287.4772916667;4.6728
175.001;35287.4773148148;4.673
175.984;35287.477337963;4.6733
176.947;35287.477349537;4.6736
178.022;35287.4773726852;4.6744
179.015;35287.4773958333;4.6749
179.948;35287.4774189815;4.6753
180.992;35287.4774305556;4.6756
181.973;35287.4774537037;4.676
183.017;35287.4774768519;4.6763
184.004;35287.4775115741;4.6765
185;35287.4775347222;4.6767
186.023;35287.4775578704;4.6769
187.041;35287.4775694444;4.6771
188.004;35287.4775925926;4.6775
189.061;35287.4776157407;4.6781
189.996;35287.4776388889;4.6785
190.997;35287.477650463;4.679
191.932;35287.4776736111;4.6794
193.029;35287.4776967593;4.6799
193.985;35287.4777199074;4.6806
194.852;35287.4777546296;4.6813
195.999;35287.4777777778;4.6835
196.876;35287.4778009259;4.6842
197.994;35287.4778125;4.6857
198.977;35287.4778356481;4.6868
199.998;35287.4778587963;4.6872
200.989;35287.4778935185;4.6875
201.991;35287.4778935185;4.688
202.996;35287.4779166667;4.6886
203.967;35287.4779398148;4.6892
205.007;35287.477974537;4.6897
205.998;35287.4779976852;4.69
207.014;35287.4780208333;4.6904
207.998;35287.4780439815;4.6907
208.969;35287.4780555556;4.6909
210.013;35287.4780787037;4.6915
210.959;35287.4781018519;4.692
212.008;35287.4781134259;4.6928
213.004;35287.4781365741;4.6933
213.994;35287.4781597222;4.6936
215.031;35287.4781828704;4.6939
215.967;35287.4782175926;4.6941
216.996;35287.4782407407;4.6944
217.95;35287.4782638889;4.6948
219.015;35287.478275463;4.6952
220.012;35287.4782986111;4.6958
220.985;35287.4783217593;4.6962
222.042;35287.4783449074;4.6965
222.995;35287.4783564815;4.6968
223.98;35287.4783796296;4.6971
224.99;35287.4784027778;4.6973
225.984;35287.4784375;4.6975
227;35287.4784606481;4.6978
228.007;35287.4784837963;4.6982
228.957;35287.4784837963;4.6984
230.043;35287.4785185185;4.6986
231;35287.4785416667;4.6987
231.971;35287.4785648148;4.6989
233.015;35287.478587963;4.6991
